,block size,box type,data structure,memory size,num cell probes,num disk accesses,num points,num queries
53,32,smallBoxes,XBST_non_veb,1024,14197,2592,2000,1000
54,32,bigBoxes,RangeTree,1024,130878,17600,2000,1000
55,32,smallBoxes,RangeTree,1024,28954,4650,2000,1000
56,32,bigBoxes,RangeTree_non_veb,1024,130878,21624,2000,1000
57,32,smallBoxes,RangeTree_non_veb,1024,28954,6024,2000,1000
58,32,bigBoxes,Coors,1024,154086,11914,2000,1000
59,32,smallBoxes,Coors,1024,15052,2776,2000,1000
60,8,bigBoxes,NaiveStruct,32,1000000,134497,1000,1000
61,8,smallBoxes,NaiveStruct,32,1000000,125006,1000,1000
62,8,bigBoxes,XBST,32,210474,36321,1000,1000
63,8,smallBoxes,XBST,32,11687,4410,1000,1000
64,8,bigBoxes,XBST_non_veb,32,210474,39685,1000,1000
65,8,smallBoxes,XBST_non_veb,32,11687,7551,1000,1000
66,8,bigBoxes,RangeTree,32,86582,31299,1000,1000
67,8,smallBoxes,RangeTree,32,25239,7174,1000,1000
68,8,bigBoxes,RangeTree_non_veb,32,86582,35025,1000,1000
69,8,smallBoxes,RangeTree_non_veb,32,25239,8600,1000,1000
70,8,bigBoxes,Coors,32,86230,23887,1000,1000
71,8,smallBoxes,Coors,32,13177,5394,1000,1000
72,8,bigBoxes,NaiveStruct,32,2000000,268828,2000,1000
73,8,smallBoxes,NaiveStruct,32,2000000,250010,2000,1000
74,8,bigBoxes,XBST,32,404219,67994,2000,1000
75,8,smallBoxes,XBST,32,14388,5276,2000,1000
76,8,bigBoxes,XBST_non_veb,32,404219,71755,2000,1000
77,8,smallBoxes,XBST_non_veb,32,14388,8830,2000,1000
78,8,bigBoxes,RangeTree,32,131660,45099,2000,1000
79,8,smallBoxes,RangeTree,32,28808,8484,2000,1000
80,8,bigBoxes,RangeTree_non_veb,32,131660,49997,2000,1000
81,8,smallBoxes,RangeTree_non_veb,32,28808,10002,2000,1000
82,8,bigBoxes,Coors,32,155772,39568,2000,1000
83,8,smallBoxes,Coors,32,14925,6243,2000,1000
84,8,bigBoxes,NaiveStruct,32,5000000,672284,5000,1000
85,8,smallBoxes,NaiveStruct,32,5000000,625015,5000,1000
86,8,bigBoxes,XBST,32,1001300,164833,5000,1000
87,8,smallBoxes,XBST,32,20670,6741,5000,1000
88,8,bigBoxes,XBST_non_veb,32,1001300,169084,5000,1000
89,8,smallBoxes,XBST_non_veb,32,20670,10728,5000,1000
90,8,bigBoxes,RangeTree,32,258137,82993,5000,1000
91,8,smallBoxes,RangeTree,32,34666,10766,5000,1000
92,8,bigBoxes,RangeTree_non_veb,32,258137,89858,5000,1000
93,8,smallBoxes,RangeTree_non_veb,32,34666,12582,5000,1000
94,8,bigBoxes,Coors,32,363761,84955,5000,1000
95,8,smallBoxes,Coors,32,17278,7523,5000,1000
96,8,bigBoxes,NaiveStruct,32,10000000,1343931,10000,1000
97,8,smallBoxes,NaiveStruct,32,10000000,1250041,10000,1000
98,8,bigBoxes,XBST,32,1982873,322965,10000,1000
99,8,smallBoxes,XBST,32,30029,8492,10000,1000
100,8,bigBoxes,XBST_non_veb,32,1982873,327688,10000,1000
101,8,smallBoxes,XBST_non_veb,32,30029,12828,10000,1000
102,8,bigBoxes,RangeTree,32,453559,138992,10000,1000
103,8,smallBoxes,RangeTree,32,39376,12716,10000,1000
104,8,bigBoxes,RangeTree_non_veb,32,453559,147337,10000,1000
105,8,smallBoxes,RangeTree_non_veb,32,39376,14706,10000,1000
106,8,bigBoxes,Coors,32,704216,157640,10000,1000
107,8,smallBoxes,Coors,32,19157,8748,10000,1000
