,block size,box type,data structure,memory size,num cell probes,num disk accesses,num points,num queries
81,8,smallBoxes,RangeTree_non_veb,32,29135,10167,2000,1000
82,8,bigBoxes,Coors,32,137033,35124,2000,1000
83,8,smallBoxes,Coors,32,15119,6330,2000,1000
84,8,bigBoxes,NaiveStruct,32,5000000,666007,5000,1000
85,8,smallBoxes,NaiveStruct,32,5000000,625013,5000,1000
86,8,bigBoxes,XBST,32,966307,154796,5000,1000
87,8,smallBoxes,XBST,32,20736,6730,5000,1000
88,8,bigBoxes,XBST_non_veb,32,966307,159056,5000,1000
89,8,smallBoxes,XBST_non_veb,32,20736,10750,5000,1000
90,8,bigBoxes,RangeTree,32,230883,74584,5000,1000
91,8,smallBoxes,RangeTree,32,34988,11014,5000,1000
92,8,bigBoxes,RangeTree_non_veb,32,230883,81668,5000,1000
93,8,smallBoxes,RangeTree_non_veb,32,34988,12859,5000,1000
94,8,bigBoxes,Coors,32,319757,74639,5000,1000
95,8,smallBoxes,Coors,32,17575,7756,5000,1000
96,8,bigBoxes,NaiveStruct,32,10000000,1332428,10000,1000
97,8,smallBoxes,NaiveStruct,32,10000000,1250023,10000,1000
98,8,bigBoxes,XBST,32,1932635,306577,10000,1000
99,8,smallBoxes,XBST,32,30035,8509,10000,1000
100,8,bigBoxes,XBST_non_veb,32,1932635,311308,10000,1000
101,8,smallBoxes,XBST_non_veb,32,30035,12809,10000,1000
102,8,bigBoxes,RangeTree,32,406835,125185,10000,1000
103,8,smallBoxes,RangeTree,32,40009,12932,10000,1000
104,8,bigBoxes,RangeTree_non_veb,32,406835,133858,10000,1000
105,8,smallBoxes,RangeTree_non_veb,32,40009,15001,10000,1000
106,8,bigBoxes,Coors,32,627530,140294,10000,1000
107,8,smallBoxes,Coors,32,19326,8752,10000,1000
